"지수별","시점","경기종합지수",
"〔전년동월비 전월차〕(%p)","1984.03 월","-.1",
"〔전년동월비 전월차〕(%p)","1984.02 월","-.4",
"〔전년동월비 전월차〕(%p)","1984.01 월","-.3",
"〔전년동월비 전월차〕(%p)","1983.12 월","-.5",
"〔전년동월비 전월차〕(%p)","1983.11 월","-.3",
"〔전년동월비 전월차〕(%p)","1983.10 월","-.3",
"〔전년동월비 전월차〕(%p)","1983.09 월","-.1",
"〔전년동월비 전월차〕(%p)","1983.08 월","-.7",
"〔전년동월비 전월차〕(%p)","1983.07 월","0",
"〔전년동월비 전월차〕(%p)","1983.06 월",".2",
"〔전년동월비 전월차〕(%p)","1983.05 월",".7",
"〔전년동월비 전월차〕(%p)","1983.04 월","-.3",
"〔전년동월비 전월차〕(%p)","1983.03 월",".2",
"〔전년동월비 전월차〕(%p)","1983.02 월",".3",
"〔전년동월비 전월차〕(%p)","1983.01 월",".8",
"〔전년동월비 전월차〕(%p)","1982.12 월",".3",
"〔전년동월비 전월차〕(%p)","1982.11 월",".4",
"〔전년동월비 전월차〕(%p)","1982.10 월",".2",
"〔전년동월비 전월차〕(%p)","1982.09 월",".4",
"〔전년동월비 전월차〕(%p)","1982.08 월",".3",
"〔전년동월비 전월차〕(%p)","1982.07 월",".3",
"〔전년동월비 전월차〕(%p)","1982.06 월","-.4",
"〔전년동월비 전월차〕(%p)","1982.05 월","-.3",
"〔전년동월비 전월차〕(%p)","1982.04 월","-.4",
"〔전년동월비 전월차〕(%p)","1982.03 월","-.1",
"〔전년동월비 전월차〕(%p)","1982.02 월","-.5",
"〔전년동월비 전월차〕(%p)","1982.01 월","-.5",
"〔전년동월비 전월차〕(%p)","1981.12 월","-.8",
"〔전년동월비 전월차〕(%p)","1981.11 월","-.6",
"〔전년동월비 전월차〕(%p)","1981.10 월","-.4",
"〔전년동월비 전월차〕(%p)","1981.09 월","-.3",
"〔전년동월비 전월차〕(%p)","1981.08 월","-.3",
"〔전년동월비 전월차〕(%p)","1981.07 월","-.3",
"〔전년동월비 전월차〕(%p)","1981.06 월",".2",
"〔전년동월비 전월차〕(%p)","1981.05 월",".3",
"〔전년동월비 전월차〕(%p)","1981.04 월",".1",
"〔전년동월비 전월차〕(%p)","1981.03 월",".4",
"〔전년동월비 전월차〕(%p)","1981.02 월",".5",
"〔전년동월비 전월차〕(%p)","1981.01 월",".7",
"〔전년동월비 전월차〕(%p)","1980.12 월",".4",
"〔전년동월비 전월차〕(%p)","1980.11 월",".4",
"〔전년동월비 전월차〕(%p)","1980.10 월",".5",
"〔전년동월비 전월차〕(%p)","1980.09 월",".3",
"〔전년동월비 전월차〕(%p)","1980.08 월",".8",
"〔전년동월비 전월차〕(%p)","1980.07 월",".6",
"〔전년동월비 전월차〕(%p)","1980.06 월","1.4",
"〔전년동월비 전월차〕(%p)","1980.05 월",".7",
"〔전년동월비 전월차〕(%p)","1980.04 월","1.3",
"〔전년동월비 전월차〕(%p)","1980.03 월",".9",
"〔전년동월비 전월차〕(%p)","1980.02 월","1.1",
"〔전년동월비 전월차〕(%p)","1980.01 월",".5",
"〔전년동월비 전월차〕(%p)","1979.12 월","0",
"〔전년동월비 전월차〕(%p)","1979.11 월","-.2",
"〔전년동월비 전월차〕(%p)","1979.10 월","0",
"〔전년동월비 전월차〕(%p)","1979.09 월",".2",
"〔전년동월비 전월차〕(%p)","1979.08 월","-.3",
"〔전년동월비 전월차〕(%p)","1979.07 월","-.5",
"〔전년동월비 전월차〕(%p)","1979.06 월","-.7",
"〔전년동월비 전월차〕(%p)","1979.05 월","-2",
"〔전년동월비 전월차〕(%p)","1979.04 월","-1.8",
"〔전년동월비 전월차〕(%p)","1979.03 월","-1.1",
"〔전년동월비 전월차〕(%p)","1979.02 월","-1",
"〔전년동월비 전월차〕(%p)","1979.01 월",".6",
"〔전년동월비 전월차〕(%p)","1978.12 월","-.6",
"〔전년동월비 전월차〕(%p)","1978.11 월","-.4",
"〔전년동월비 전월차〕(%p)","1978.10 월","-.7",
"〔전년동월비 전월차〕(%p)","1978.09 월","-.1",
"〔전년동월비 전월차〕(%p)","1978.08 월","-.4",
"〔전년동월비 전월차〕(%p)","1978.07 월","-.5",
"〔전년동월비 전월차〕(%p)","1978.06 월","-1.2",
"〔전년동월비 전월차〕(%p)","1978.05 월","-.3",
"〔전년동월비 전월차〕(%p)","1978.04 월",".1",
"〔전년동월비 전월차〕(%p)","1978.03 월",".3",
"〔전년동월비 전월차〕(%p)","1978.02 월",".6",
"〔전년동월비 전월차〕(%p)","1978.01 월",".4",
"〔전년동월비 전월차〕(%p)","1977.12 월",".1",
"〔전년동월비 전월차〕(%p)","1977.11 월",".5",
"〔전년동월비 전월차〕(%p)","1977.10 월","0",
"〔전년동월비 전월차〕(%p)","1977.09 월","-.4",
"〔전년동월비 전월차〕(%p)","1977.08 월",".3",
"〔전년동월비 전월차〕(%p)","1977.07 월",".4",
"〔전년동월비 전월차〕(%p)","1977.06 월","1.2",
"〔전년동월비 전월차〕(%p)","1977.05 월",".1",
"〔전년동월비 전월차〕(%p)","1977.04 월","-.2",
"〔전년동월비 전월차〕(%p)","1977.03 월","-.9",
"〔전년동월비 전월차〕(%p)","1977.02 월","-.6",
"〔전년동월비 전월차〕(%p)","1977.01 월","-.4",
"〔전년동월비 전월차〕(%p)","1976.12 월","-.1",
"〔전년동월비 전월차〕(%p)","1976.11 월","-.9",
"〔전년동월비 전월차〕(%p)","1976.10 월","-.9",
"〔전년동월비 전월차〕(%p)","1976.09 월","-1.3",
"〔전년동월비 전월차〕(%p)","1976.08 월","-.7",
"〔전년동월비 전월차〕(%p)","1976.07 월","-.9",
"〔전년동월비 전월차〕(%p)","1976.06 월","-1.1",
"〔전년동월비 전월차〕(%p)","1976.05 월","-.7",
"〔전년동월비 전월차〕(%p)","1976.04 월",".2",
"〔전년동월비 전월차〕(%p)","1976.03 월",".4",
"〔전년동월비 전월차〕(%p)","1976.02 월",".2",
"〔전년동월비 전월차〕(%p)","1976.01 월",".3",
"〔전년동월비 전월차〕(%p)","1975.12 월",".2",
"〔전년동월비 전월차〕(%p)","1975.11 월",".3",
"〔전년동월비 전월차〕(%p)","1975.10 월","1.4",
"〔전년동월비 전월차〕(%p)","1975.09 월",".5",
"〔전년동월비 전월차〕(%p)","1975.08 월",".7",
"〔전년동월비 전월차〕(%p)","1975.07 월","1.8",
"〔전년동월비 전월차〕(%p)","1975.06 월","2",
"〔전년동월비 전월차〕(%p)","1975.05 월","2.8",
"〔전년동월비 전월차〕(%p)","1975.04 월","2.5",
"〔전년동월비 전월차〕(%p)","1975.03 월","1.2",
"〔전년동월비 전월차〕(%p)","1975.02 월","1.5",
"〔전년동월비 전월차〕(%p)","1975.01 월","-.1",
"〔전년동월비 전월차〕(%p)","1974.12 월","1.9",
"〔전년동월비 전월차〕(%p)","1974.11 월","1.2",
"〔전년동월비 전월차〕(%p)","1974.10 월","0",
"〔전년동월비 전월차〕(%p)","1974.09 월","0",
"〔전년동월비 전월차〕(%p)","1974.08 월","-.9",
"〔전년동월비 전월차〕(%p)","1974.07 월","-.7",
"〔전년동월비 전월차〕(%p)","1974.06 월","-1.2",
"〔전년동월비 전월차〕(%p)","1974.05 월","-1.9",
"〔전년동월비 전월차〕(%p)","1974.04 월","-2.7",
"〔전년동월비 전월차〕(%p)","1974.03 월","-2.5",
"〔전년동월비 전월차〕(%p)","1974.02 월","-2.5",
"〔전년동월비 전월차〕(%p)","1974.01 월","-1.7",
"〔전년동월비 전월차〕(%p)","1973.12 월","-2.3",
"〔전년동월비 전월차〕(%p)","1973.11 월","-2.9",
"〔전년동월비 전월차〕(%p)","1973.10 월","-2.4",
"〔전년동월비 전월차〕(%p)","1973.09 월","-2.2",
"〔전년동월비 전월차〕(%p)","1973.08 월","-.6",
"〔전년동월비 전월차〕(%p)","1973.07 월","-.5",
"〔전년동월비 전월차〕(%p)","1973.06 월","-1.4",
"〔전년동월비 전월차〕(%p)","1973.05 월","-.5",
"〔전년동월비 전월차〕(%p)","1973.04 월","-.2",
"〔전년동월비 전월차〕(%p)","1973.03 월","2.2",
"〔전년동월비 전월차〕(%p)","1973.02 월","1.9",
"〔전년동월비 전월차〕(%p)","1973.01 월","2.5",
"〔전년동월비 전월차〕(%p)","1972.12 월","1.3",
"〔전년동월비 전월차〕(%p)","1972.11 월","2.1",
"〔전년동월비 전월차〕(%p)","1972.10 월","2.1",
"〔전년동월비 전월차〕(%p)","1972.09 월","2.4",
"〔전년동월비 전월차〕(%p)","1972.08 월","1.4",
"〔전년동월비 전월차〕(%p)","1972.07 월","1.1",
"〔전년동월비 전월차〕(%p)","1972.06 월",".6",
"〔전년동월비 전월차〕(%p)","1972.05 월","1",
"〔전년동월비 전월차〕(%p)","1972.04 월",".3",
"〔전년동월비 전월차〕(%p)","1972.03 월",".3",
"〔전년동월비 전월차〕(%p)","1972.02 월","-.2",
"〔전년동월비 전월차〕(%p)","1972.01 월","-.7",
"〔전년동월비 전월차〕(%p)","1971.12 월","-.4",
"〔전년동월비 전월차〕(%p)","1971.11 월","-.5",
"〔전년동월비 전월차〕(%p)","1971.10 월","-.2",
"〔전년동월비 전월차〕(%p)","1971.09 월","-.9",
"〔전년동월비 전월차〕(%p)","1971.08 월","-.1",
"〔전년동월비 전월차〕(%p)","1971.07 월","9.1",
"〔전년동월비 전월차〕(%p)","1971.06 월","0",
"〔전년동월비 전월차〕(%p)","1971.05 월","0",
"〔전년동월비 전월차〕(%p)","1971.04 월","0",
"〔전년동월비 전월차〕(%p)","1971.03 월","0",
"〔전년동월비 전월차〕(%p)","1971.02 월","0",
"〔전년동월비 전월차〕(%p)","1971.01 월","0",
"〔전년동월비 전월차〕(%p)","1970.12 월","0",
"〔전년동월비 전월차〕(%p)","1970.11 월","0",
"〔전년동월비 전월차〕(%p)","1970.10 월","0",
"〔전년동월비 전월차〕(%p)","1970.09 월","0",
"〔전년동월비 전월차〕(%p)","1970.08 월","0",
"〔전년동월비 전월차〕(%p)","1970.07 월","0",
"〔전년동월비 전월차〕(%p)","1970.06 월","0",
"〔전년동월비 전월차〕(%p)","1970.05 월","0",
"〔전년동월비 전월차〕(%p)","1970.04 월","0",
"〔전년동월비 전월차〕(%p)","1970.03 월","0",
"〔전년동월비 전월차〕(%p)","1970.02 월","0",
"〔전년동월비 전월차〕(%p)","1970.01 월","0",
"동행종합지수(2020=100)","2023.09 월","110.2",
"동행종합지수(2020=100)","2023.08 월","110",
"동행종합지수(2020=100)","2023.07 월","110",
"동행종합지수(2020=100)","2023.06 월","110.3",
"동행종합지수(2020=100)","2023.05 월","110.3",
"동행종합지수(2020=100)","2023.04 월","110",
"동행종합지수(2020=100)","2023.03 월","109.5",
"동행종합지수(2020=100)","2023.02 월","108.7",
"동행종합지수(2020=100)","2023.01 월","108.2",
"동행종합지수(2020=100)","2022.12 월","108.4",
"동행종합지수(2020=100)","2022.11 월","108.9",
"동행종합지수(2020=100)","2022.10 월","109.4",
"동행종합지수(2020=100)","2022.09 월","109.2",
"동행종합지수(2020=100)","2022.08 월","109",
"동행종합지수(2020=100)","2022.07 월","108.5",
"동행종합지수(2020=100)","2022.06 월","108",
"동행종합지수(2020=100)","2022.05 월","107.8",
"동행종합지수(2020=100)","2022.04 월","107.5",
"동행종합지수(2020=100)","2022.03 월","107.6",
"동행종합지수(2020=100)","2022.02 월","107.4",
"동행종합지수(2020=100)","2022.01 월","107",
"동행종합지수(2020=100)","2021.12 월","106.2",
"동행종합지수(2020=100)","2021.11 월","105.3",
"동행종합지수(2020=100)","2021.10 월","104.8",
"동행종합지수(2020=100)","2021.09 월","104.3",
"동행종합지수(2020=100)","2021.08 월","104.1",
"동행종합지수(2020=100)","2021.07 월","104",
"동행종합지수(2020=100)","2021.06 월","103.8",
"동행종합지수(2020=100)","2021.05 월","103.7",
"동행종합지수(2020=100)","2021.04 월","103.4",
"동행종합지수(2020=100)","2021.03 월","102.3",
"동행종합지수(2020=100)","2021.02 월","101.6",
"동행종합지수(2020=100)","2021.01 월","101.3",
"동행종합지수(2020=100)","2020.12 월","101.5",
"동행종합지수(2020=100)","2020.11 월","101.3",
"동행종합지수(2020=100)","2020.10 월","100.6",
"동행종합지수(2020=100)","2020.09 월","100",
"동행종합지수(2020=100)","2020.08 월","99.3",
"동행종합지수(2020=100)","2020.07 월","98.8",
"동행종합지수(2020=100)","2020.06 월","98.5",
"동행종합지수(2020=100)","2020.05 월","98.3",
"동행종합지수(2020=100)","2020.04 월","99.2",
"동행종합지수(2020=100)","2020.03 월","100.1",
"동행종합지수(2020=100)","2020.02 월","101",
"동행종합지수(2020=100)","2020.01 월","101.4",
"동행종합지수(2020=100)","2019.12 월","101.1",
"동행종합지수(2020=100)","2019.11 월","100.5",
"동행종합지수(2020=100)","2019.10 월","100.5",
"동행종합지수(2020=100)","2019.09 월","100.2",
"동행종합지수(2020=100)","2019.08 월","100",
"동행종합지수(2020=100)","2019.07 월","99.7",
"동행종합지수(2020=100)","2019.06 월","99.5",
"동행종합지수(2020=100)","2019.05 월","99.3",
"동행종합지수(2020=100)","2019.04 월","98.8",
"동행종합지수(2020=100)","2019.03 월","98.8",
"동행종합지수(2020=100)","2019.02 월","98.7",
"동행종합지수(2020=100)","2019.01 월","99",
"동행종합지수(2020=100)","2018.12 월","98.6",
"동행종합지수(2020=100)","2018.11 월","98.6",
"동행종합지수(2020=100)","2018.10 월","98.5",
"동행종합지수(2020=100)","2018.09 월","98.4",
"동행종합지수(2020=100)","2018.08 월","98.6",
"동행종합지수(2020=100)","2018.07 월","98.5",
"동행종합지수(2020=100)","2018.06 월","98.5",
"동행종합지수(2020=100)","2018.05 월","98.2",
"동행종합지수(2020=100)","2018.04 월","98.1",
"동행종합지수(2020=100)","2018.03 월","98",
"동행종합지수(2020=100)","2018.02 월","97.8",
"동행종합지수(2020=100)","2018.01 월","97.6",
"동행종합지수(2020=100)","2017.12 월","97.2",
"동행종합지수(2020=100)","2017.11 월","97.4",
"동행종합지수(2020=100)","2017.10 월","97",
"동행종합지수(2020=100)","2017.09 월","96.9",
"동행종합지수(2020=100)","2017.08 월","96.5",
"동행종합지수(2020=100)","2017.07 월","96.3",
"동행종합지수(2020=100)","2017.06 월","96.1",
"동행종합지수(2020=100)","2017.05 월","95.9",
"동행종합지수(2020=100)","2017.04 월","95.6",
"동행종합지수(2020=100)","2017.03 월","95.3",
"동행종합지수(2020=100)","2017.02 월","94.9",
"동행종합지수(2020=100)","2017.01 월","94.6",
"동행종합지수(2020=100)","2016.12 월","94",
"동행종합지수(2020=100)","2016.11 월","93.6",
"동행종합지수(2020=100)","2016.10 월","93.1",
"동행종합지수(2020=100)","2016.09 월","93",
"동행종합지수(2020=100)","2016.08 월","92.9",
"동행종합지수(2020=100)","2016.07 월","92.6",
"동행종합지수(2020=100)","2016.06 월","92.1",
"동행종합지수(2020=100)","2016.05 월","91.7",
"동행종합지수(2020=100)","2016.04 월","91.2",
"동행종합지수(2020=100)","2016.03 월","91",
"동행종합지수(2020=100)","2016.02 월","91",
"동행종합지수(2020=100)","2016.01 월","90.8",
"동행종합지수(2020=100)","2015.12 월","90.9",
"동행종합지수(2020=100)","2015.11 월","90.8",
"동행종합지수(2020=100)","2015.10 월","90.7",
"동행종합지수(2020=100)","2015.09 월","90",
"동행종합지수(2020=100)","2015.08 월","89.2",
"동행종합지수(2020=100)","2015.07 월","88.5",
"동행종합지수(2020=100)","2015.06 월","88.2",
"동행종합지수(2020=100)","2015.05 월","88",
"동행종합지수(2020=100)","2015.04 월","88.3",
"동행종합지수(2020=100)","2015.03 월","88.1",
"동행종합지수(2020=100)","2015.02 월","88.1",
"동행종합지수(2020=100)","2015.01 월","87.5",
"동행종합지수(2020=100)","2014.12 월","87.2",
"동행종합지수(2020=100)","2014.11 월","86.6",
"동행종합지수(2020=100)","2014.10 월","86.5",
"동행종합지수(2020=100)","2014.09 월","86.6",
"동행종합지수(2020=100)","2014.08 월","86.6",
"동행종합지수(2020=100)","2014.07 월","86.3",
"동행종합지수(2020=100)","2014.06 월","86.1",
"동행종합지수(2020=100)","2014.05 월","85.9",
"동행종합지수(2020=100)","2014.04 월","86",
"동행종합지수(2020=100)","2014.03 월","85.9",
"동행종합지수(2020=100)","2014.02 월","85.6",
"동행종합지수(2020=100)","2014.01 월","85.3",
"동행종합지수(2020=100)","2013.12 월","84.9",
"동행종합지수(2020=100)","2013.11 월","84.5",
"동행종합지수(2020=100)","2013.10 월","84.3",
"동행종합지수(2020=100)","2013.09 월","83.8",
"동행종합지수(2020=100)","2013.08 월","83.6",
"동행종합지수(2020=100)","2013.07 월","83.4",
"동행종합지수(2020=100)","2013.06 월","83.2",
"동행종합지수(2020=100)","2013.05 월","82.8",
"동행종합지수(2020=100)","2013.04 월","82.6",
"동행종합지수(2020=100)","2013.03 월","82.4",
"동행종합지수(2020=100)","2013.02 월","82.4",
"동행종합지수(2020=100)","2013.01 월","82.3",
"동행종합지수(2020=100)","2012.12 월","82.1",
"동행종합지수(2020=100)","2012.11 월","81.7",
"동행종합지수(2020=100)","2012.10 월","81.3",
"동행종합지수(2020=100)","2012.09 월","81.2",
"동행종합지수(2020=100)","2012.08 월","81.1",
"동행종합지수(2020=100)","2012.07 월","81.5",
"동행종합지수(2020=100)","2012.06 월","81.1",
"동행종합지수(2020=100)","2012.05 월","81",
"동행종합지수(2020=100)","2012.04 월","80.8",
"동행종합지수(2020=100)","2012.03 월","80.5",
"동행종합지수(2020=100)","2012.02 월","80.4",
"동행종합지수(2020=100)","2012.01 월","79.9",
"동행종합지수(2020=100)","2011.12 월","80.1",
"동행종합지수(2020=100)","2011.11 월","79.9",
"동행종합지수(2020=100)","2011.10 월","80",
"동행종합지수(2020=100)","2011.09 월","79.7",
"동행종합지수(2020=100)","2011.08 월","79.8",
"동행종합지수(2020=100)","2011.07 월","79.5",
"동행종합지수(2020=100)","2011.06 월","79.3",
"동행종합지수(2020=100)","2011.05 월","78.9",
"동행종합지수(2020=100)","2011.04 월","78.4",
"동행종합지수(2020=100)","2011.03 월","78.6",
"동행종합지수(2020=100)","2011.02 월","78.2",
"동행종합지수(2020=100)","2011.01 월","78.2",
"동행종합지수(2020=100)","2010.12 월","77.3",
"동행종합지수(2020=100)","2010.11 월","76.8",
"동행종합지수(2020=100)","2010.10 월","76.5",
"동행종합지수(2020=100)","2010.09 월","76.7",
"동행종합지수(2020=100)","2010.08 월","76.8",
"동행종합지수(2020=100)","2010.07 월","76.8",
"동행종합지수(2020=100)","2010.06 월","76.4",
"동행종합지수(2020=100)","2010.05 월","76.1",
"동행종합지수(2020=100)","2010.04 월","75.5",
"동행종합지수(2020=100)","2010.03 월","75.1",
"동행종합지수(2020=100)","2010.02 월","74.6",
"동행종합지수(2020=100)","2010.01 월","74",
"동행종합지수(2020=100)","2009.12 월","73.6",
"동행종합지수(2020=100)","2009.11 월","73.4",
"동행종합지수(2020=100)","2009.10 월","73.1",
"동행종합지수(2020=100)","2009.09 월","72.8",
"동행종합지수(2020=100)","2009.08 월","72.4",
"동행종합지수(2020=100)","2009.07 월","72.2",
"동행종합지수(2020=100)","2009.06 월","71.8",
"동행종합지수(2020=100)","2009.05 월","71.2",
"동행종합지수(2020=100)","2009.04 월","71",
"동행종합지수(2020=100)","2009.03 월","70.7",
"동행종합지수(2020=100)","2009.02 월","70.4",
"동행종합지수(2020=100)","2009.01 월","70.4",
"동행종합지수(2020=100)","2008.12 월","70.7",
"동행종합지수(2020=100)","2008.11 월","71.3",
"동행종합지수(2020=100)","2008.10 월","71.7",
"동행종합지수(2020=100)","2008.09 월","71.7",
"동행종합지수(2020=100)","2008.08 월","71.6",
"동행종합지수(2020=100)","2008.07 월","71.5",
"동행종합지수(2020=100)","2008.06 월","71.5",
"동행종합지수(2020=100)","2008.05 월","71.7",
"동행종합지수(2020=100)","2008.04 월","71.7",
"동행종합지수(2020=100)","2008.03 월","71.7",
"동행종합지수(2020=100)","2008.02 월","71.6",
"동행종합지수(2020=100)","2008.01 월","71.4",
"동행종합지수(2020=100)","2007.12 월","71",
"동행종합지수(2020=100)","2007.11 월","70.4",
"동행종합지수(2020=100)","2007.10 월","70.1",
"동행종합지수(2020=100)","2007.09 월","69.7",
"동행종합지수(2020=100)","2007.08 월","69.6",
"동행종합지수(2020=100)","2007.07 월","69.3",
"동행종합지수(2020=100)","2007.06 월","69",
"동행종합지수(2020=100)","2007.05 월","68.8",
"동행종합지수(2020=100)","2007.04 월","68.6",
"동행종합지수(2020=100)","2007.03 월","68.3",
"동행종합지수(2020=100)","2007.02 월","68",
"동행종합지수(2020=100)","2007.01 월","67.8",
"동행종합지수(2020=100)","2006.12 월","67.6",
"동행종합지수(2020=100)","2006.11 월","67.3",
"동행종합지수(2020=100)","2006.10 월","66.8",
"동행종합지수(2020=100)","2006.09 월","66",
"동행종합지수(2020=100)","2006.08 월","65.6",
"동행종합지수(2020=100)","2006.07 월","65.4",
"동행종합지수(2020=100)","2006.06 월","65.7",
"동행종합지수(2020=100)","2006.05 월","65.7",
"동행종합지수(2020=100)","2006.04 월","65.3",
"동행종합지수(2020=100)","2006.03 월","65.1",
"동행종합지수(2020=100)","2006.02 월","64.8",
"동행종합지수(2020=100)","2006.01 월","64.6",
"동행종합지수(2020=100)","2005.12 월","64.2",
"동행종합지수(2020=100)","2005.11 월","63.8",
"동행종합지수(2020=100)","2005.10 월","63.2",
"동행종합지수(2020=100)","2005.09 월","63",
"동행종합지수(2020=100)","2005.08 월","62.7",
"동행종합지수(2020=100)","2005.07 월","62.5",
"동행종합지수(2020=100)","2005.06 월","62.3",
"동행종합지수(2020=100)","2005.05 월","62.1",
"동행종합지수(2020=100)","2005.04 월","61.9",
"동행종합지수(2020=100)","2005.03 월","61.8",
"동행종합지수(2020=100)","2005.02 월","61.4",
"동행종합지수(2020=100)","2005.01 월","61.3",
"동행종합지수(2020=100)","2004.12 월","61.2",
"동행종합지수(2020=100)","2004.11 월","61.2",
"동행종합지수(2020=100)","2004.10 월","61",
"동행종합지수(2020=100)","2004.09 월","60.9",
"동행종합지수(2020=100)","2004.08 월","60.7",
"동행종합지수(2020=100)","2004.07 월","60.8",
"동행종합지수(2020=100)","2004.06 월","60.9",
"동행종합지수(2020=100)","2004.05 월","60.8",
"동행종합지수(2020=100)","2004.04 월","60.8",
"동행종합지수(2020=100)","2004.03 월","60.6",
"동행종합지수(2020=100)","2004.02 월","60.3",
"동행종합지수(2020=100)","2004.01 월","59.8",
"동행종합지수(2020=100)","2003.12 월","59.5",
"동행종합지수(2020=100)","2003.11 월","59.1",
"동행종합지수(2020=100)","2003.10 월","58.9",
"동행종합지수(2020=100)","2003.09 월","58.5",
"동행종합지수(2020=100)","2003.08 월","58.3",
"동행종합지수(2020=100)","2003.07 월","58.1",
"동행종합지수(2020=100)","2003.06 월","58",
"동행종합지수(2020=100)","2003.05 월","57.8",
"동행종합지수(2020=100)","2003.04 월","57.6",
"동행종합지수(2020=100)","2003.03 월","57.7",
"동행종합지수(2020=100)","2003.02 월","57.7",
"동행종합지수(2020=100)","2003.01 월","57.8",
"동행종합지수(2020=100)","2002.12 월","57.7",
"동행종합지수(2020=100)","2002.11 월","57.6",
"동행종합지수(2020=100)","2002.10 월","57.2",
"동행종합지수(2020=100)","2002.09 월","57",
"동행종합지수(2020=100)","2002.08 월","56.6",
"동행종합지수(2020=100)","2002.07 월","56.4",
"동행종합지수(2020=100)","2002.06 월","56.1",
"동행종합지수(2020=100)","2002.05 월","56.1",
"동행종합지수(2020=100)","2002.04 월","55.9",
"동행종합지수(2020=100)","2002.03 월","55.5",
"동행종합지수(2020=100)","2002.02 월","54.7",
"동행종합지수(2020=100)","2002.01 월","54.2",
"동행종합지수(2020=100)","2001.12 월","53.6",
"동행종합지수(2020=100)","2001.11 월","53.5",
"동행종합지수(2020=100)","2001.10 월","53.1",
"동행종합지수(2020=100)","2001.09 월","52.6",
"동행종합지수(2020=100)","2001.08 월","52",
"동행종합지수(2020=100)","2001.07 월","51.8",
"동행종합지수(2020=100)","2001.06 월","51.8",
"동행종합지수(2020=100)","2001.05 월","51.5",
"동행종합지수(2020=100)","2001.04 월","51.1",
"동행종합지수(2020=100)","2001.03 월","50.9",
"동행종합지수(2020=100)","2001.02 월","50.6",
"동행종합지수(2020=100)","2001.01 월","50.5",
"동행종합지수(2020=100)","2000.12 월","50.4",
"동행종합지수(2020=100)","2000.11 월","50.3",
"동행종합지수(2020=100)","2000.10 월","50.3",
"동행종합지수(2020=100)","2000.09 월","50.3",
"동행종합지수(2020=100)","2000.08 월","50.1",
"동행종합지수(2020=100)","2000.07 월","49.8",
"동행종합지수(2020=100)","2000.06 월","49.1",
"동행종합지수(2020=100)","2000.05 월","48.6",
"동행종합지수(2020=100)","2000.04 월","48.1",
"동행종합지수(2020=100)","2000.03 월","47.7",
"동행종합지수(2020=100)","2000.02 월","47.3",
"동행종합지수(2020=100)","2000.01 월","47",
"동행종합지수(2020=100)","1999.12 월","46.6",
"동행종합지수(2020=100)","1999.11 월","46.3",
"동행종합지수(2020=100)","1999.10 월","45.7",
"동행종합지수(2020=100)","1999.09 월","45.2",
"동행종합지수(2020=100)","1999.08 월","44.7",
"동행종합지수(2020=100)","1999.07 월","44.1",
"동행종합지수(2020=100)","1999.06 월","43.4",
"동행종합지수(2020=100)","1999.05 월","42.8",
"동행종합지수(2020=100)","1999.04 월","42.4",
"동행종합지수(2020=100)","1999.03 월","41.9",
"동행종합지수(2020=100)","1999.02 월","41.5",
"동행종합지수(2020=100)","1999.01 월","41.1",
"동행종합지수(2020=100)","1998.12 월","40.7",
"동행종합지수(2020=100)","1998.11 월","40.3",
"동행종합지수(2020=100)","1998.10 월","39.6",
"동행종합지수(2020=100)","1998.09 월","38.9",
"동행종합지수(2020=100)","1998.08 월","38.6",
"동행종합지수(2020=100)","1998.07 월","38.5",
"동행종합지수(2020=100)","1998.06 월","38.6",
"동행종합지수(2020=100)","1998.05 월","38.7",
"동행종합지수(2020=100)","1998.04 월","38.8",
"동행종합지수(2020=100)","1998.03 월","39",
"동행종합지수(2020=100)","1998.02 월","39.7",
"동행종합지수(2020=100)","1998.01 월","40.3",
"동행종합지수(2020=100)","1997.12 월","40.8",
"동행종합지수(2020=100)","1997.11 월","41",
"동행종합지수(2020=100)","1997.10 월","41.1",
"동행종합지수(2020=100)","1997.09 월","41.1",
"동행종합지수(2020=100)","1997.08 월","41",
"동행종합지수(2020=100)","1997.07 월","40.8",
"동행종합지수(2020=100)","1997.06 월","40.7",
"동행종합지수(2020=100)","1997.05 월","40.7",
"동행종합지수(2020=100)","1997.04 월","40.5",
"동행종합지수(2020=100)","1997.03 월","40.2",
"동행종합지수(2020=100)","1997.02 월","40.2",
"동행종합지수(2020=100)","1997.01 월","40.1",
"동행종합지수(2020=100)","1996.12 월","40.1",
"동행종합지수(2020=100)","1996.11 월","39.9",
"동행종합지수(2020=100)","1996.10 월","39.6",
"동행종합지수(2020=100)","1996.09 월","39.4",
"동행종합지수(2020=100)","1996.08 월","39.2",
"동행종합지수(2020=100)","1996.07 월","39.1",
"동행종합지수(2020=100)","1996.06 월","38.9",
"동행종합지수(2020=100)","1996.05 월","38.8",
"동행종합지수(2020=100)","1996.04 월","38.5",
"동행종합지수(2020=100)","1996.03 월","38.2",
"동행종합지수(2020=100)","1996.02 월","38.1",
"동행종합지수(2020=100)","1996.01 월","37.8",
"동행종합지수(2020=100)","1995.12 월","37.5",
"동행종합지수(2020=100)","1995.11 월","37.1",
"동행종합지수(2020=100)","1995.10 월","36.9",
"동행종합지수(2020=100)","1995.09 월","36.7",
"동행종합지수(2020=100)","1995.08 월","36.4",
"동행종합지수(2020=100)","1995.07 월","36.1",
"동행종합지수(2020=100)","1995.06 월","35.9",
