"지수별","시점","경기종합지수",
"동행종합지수(2020=100)","1995.05 월","35.6",
"동행종합지수(2020=100)","1995.04 월","35.3",
"동행종합지수(2020=100)","1995.03 월","35.1",
"동행종합지수(2020=100)","1995.02 월","34.9",
"동행종합지수(2020=100)","1995.01 월","34.7",
"동행종합지수(2020=100)","1994.12 월","34.4",
"동행종합지수(2020=100)","1994.11 월","34.2",
"동행종합지수(2020=100)","1994.10 월","33.9",
"동행종합지수(2020=100)","1994.09 월","33.6",
"동행종합지수(2020=100)","1994.08 월","33.4",
"동행종합지수(2020=100)","1994.07 월","33.2",
"동행종합지수(2020=100)","1994.06 월","33",
"동행종합지수(2020=100)","1994.05 월","32.7",
"동행종합지수(2020=100)","1994.04 월","32.5",
"동행종합지수(2020=100)","1994.03 월","32.3",
"동행종합지수(2020=100)","1994.02 월","32.1",
"동행종합지수(2020=100)","1994.01 월","31.9",
"동행종합지수(2020=100)","1993.12 월","31.6",
"동행종합지수(2020=100)","1993.11 월","31.4",
"동행종합지수(2020=100)","1993.10 월","31.1",
"동행종합지수(2020=100)","1993.09 월","30.9",
"동행종합지수(2020=100)","1993.08 월","30.7",
"동행종합지수(2020=100)","1993.07 월","30.5",
"동행종합지수(2020=100)","1993.06 월","30.3",
"동행종합지수(2020=100)","1993.05 월","30",
"동행종합지수(2020=100)","1993.04 월","29.8",
"동행종합지수(2020=100)","1993.03 월","29.7",
"동행종합지수(2020=100)","1993.02 월","29.6",
"동행종합지수(2020=100)","1993.01 월","29.5",
"동행종합지수(2020=100)","1992.12 월","29.4",
"동행종합지수(2020=100)","1992.11 월","29.2",
"동행종합지수(2020=100)","1992.10 월","29.2",
"동행종합지수(2020=100)","1992.09 월","29.1",
"동행종합지수(2020=100)","1992.08 월","29.1",
"동행종합지수(2020=100)","1992.07 월","29",
"동행종합지수(2020=100)","1992.06 월","28.8",
"동행종합지수(2020=100)","1992.05 월","28.7",
"동행종합지수(2020=100)","1992.04 월","28.6",
"동행종합지수(2020=100)","1992.03 월","28.5",
"동행종합지수(2020=100)","1992.02 월","28.3",
"동행종합지수(2020=100)","1992.01 월","28.2",
"동행종합지수(2020=100)","1991.12 월","28.1",
"동행종합지수(2020=100)","1991.11 월","28",
"동행종합지수(2020=100)","1991.10 월","27.8",
"동행종합지수(2020=100)","1991.09 월","27.6",
"동행종합지수(2020=100)","1991.08 월","27.3",
"동행종합지수(2020=100)","1991.07 월","27.1",
"동행종합지수(2020=100)","1991.06 월","26.9",
"동행종합지수(2020=100)","1991.05 월","26.8",
"동행종합지수(2020=100)","1991.04 월","26.6",
"동행종합지수(2020=100)","1991.03 월","26.4",
"동행종합지수(2020=100)","1991.02 월","26.2",
"동행종합지수(2020=100)","1991.01 월","25.9",
"동행종합지수(2020=100)","1990.12 월","25.6",
"동행종합지수(2020=100)","1990.11 월","25.5",
"동행종합지수(2020=100)","1990.10 월","25.3",
"동행종합지수(2020=100)","1990.09 월","25.2",
"동행종합지수(2020=100)","1990.08 월","25",
"동행종합지수(2020=100)","1990.07 월","24.7",
"동행종합지수(2020=100)","1990.06 월","24.6",
"동행종합지수(2020=100)","1990.05 월","24.5",
"동행종합지수(2020=100)","1990.04 월","24.3",
"동행종합지수(2020=100)","1990.03 월","24.1",
"동행종합지수(2020=100)","1990.02 월","23.9",
"동행종합지수(2020=100)","1990.01 월","23.7",
"동행종합지수(2020=100)","1989.12 월","23.6",
"동행종합지수(2020=100)","1989.11 월","23.5",
"동행종합지수(2020=100)","1989.10 월","23.4",
"동행종합지수(2020=100)","1989.09 월","23.2",
"동행종합지수(2020=100)","1989.08 월","23",
"동행종합지수(2020=100)","1989.07 월","22.7",
"동행종합지수(2020=100)","1989.06 월","22.4",
"동행종합지수(2020=100)","1989.05 월","22.3",
"동행종합지수(2020=100)","1989.04 월","22.2",
"동행종합지수(2020=100)","1989.03 월","22.1",
"동행종합지수(2020=100)","1989.02 월","22",
"동행종합지수(2020=100)","1989.01 월","21.8",
"동행종합지수(2020=100)","1988.12 월","21.7",
"동행종합지수(2020=100)","1988.11 월","21.7",
"동행종합지수(2020=100)","1988.10 월","21.6",
"동행종합지수(2020=100)","1988.09 월","21.4",
"동행종합지수(2020=100)","1988.08 월","21.2",
"동행종합지수(2020=100)","1988.07 월","21",
"동행종합지수(2020=100)","1988.06 월","20.9",
"동행종합지수(2020=100)","1988.05 월","20.8",
"동행종합지수(2020=100)","1988.04 월","20.8",
"동행종합지수(2020=100)","1988.03 월","20.8",
"동행종합지수(2020=100)","1988.02 월","20.7",
"동행종합지수(2020=100)","1988.01 월","20.6",
"동행종합지수(2020=100)","1987.12 월","20.4",
"동행종합지수(2020=100)","1987.11 월","20.2",
"동행종합지수(2020=100)","1987.10 월","19.8",
"동행종합지수(2020=100)","1987.09 월","19.6",
"동행종합지수(2020=100)","1987.08 월","19.6",
"동행종합지수(2020=100)","1987.07 월","19.7",
"동행종합지수(2020=100)","1987.06 월","19.5",
"동행종합지수(2020=100)","1987.05 월","19.3",
"동행종합지수(2020=100)","1987.04 월","19",
"동행종합지수(2020=100)","1987.03 월","18.8",
"동행종합지수(2020=100)","1987.02 월","18.6",
"동행종합지수(2020=100)","1987.01 월","18.4",
"동행종합지수(2020=100)","1986.12 월","18.3",
"동행종합지수(2020=100)","1986.11 월","18.2",
"동행종합지수(2020=100)","1986.10 월","18.1",
"동행종합지수(2020=100)","1986.09 월","18",
"동행종합지수(2020=100)","1986.08 월","17.9",
"동행종합지수(2020=100)","1986.07 월","17.7",
"동행종합지수(2020=100)","1986.06 월","17.6",
"동행종합지수(2020=100)","1986.05 월","17.4",
"동행종합지수(2020=100)","1986.04 월","17.1",
"동행종합지수(2020=100)","1986.03 월","16.9",
"동행종합지수(2020=100)","1986.02 월","16.8",
"동행종합지수(2020=100)","1986.01 월","16.7",
"동행종합지수(2020=100)","1985.12 월","16.6",
"동행종합지수(2020=100)","1985.11 월","16.4",
"동행종합지수(2020=100)","1985.10 월","16.2",
"동행종합지수(2020=100)","1985.09 월","16.1",
"동행종합지수(2020=100)","1985.08 월","16",
"동행종합지수(2020=100)","1985.07 월","16",
"동행종합지수(2020=100)","1985.06 월","15.9",
"동행종합지수(2020=100)","1985.05 월","15.8",
"동행종합지수(2020=100)","1985.04 월","15.6",
"동행종합지수(2020=100)","1985.03 월","15.5",
"동행종합지수(2020=100)","1985.02 월","15.4",
"동행종합지수(2020=100)","1985.01 월","15.3",
"동행종합지수(2020=100)","1984.12 월","15.3",
"동행종합지수(2020=100)","1984.11 월","15.2",
"동행종합지수(2020=100)","1984.10 월","15.2",
"동행종합지수(2020=100)","1984.09 월","15.2",
"동행종합지수(2020=100)","1984.08 월","15.2",
"동행종합지수(2020=100)","1984.07 월","15.1",
"동행종합지수(2020=100)","1984.06 월","15.1",
"동행종합지수(2020=100)","1984.05 월","15",
"동행종합지수(2020=100)","1984.04 월","14.9",
"동행종합지수(2020=100)","1984.03 월","14.8",
"동행종합지수(2020=100)","1984.02 월","14.7",
"동행종합지수(2020=100)","1984.01 월","14.6",
"동행종합지수(2020=100)","1983.12 월","14.5",
"동행종합지수(2020=100)","1983.11 월","14.4",
"동행종합지수(2020=100)","1983.10 월","14.3",
"동행종합지수(2020=100)","1983.09 월","14.2",
"동행종합지수(2020=100)","1983.08 월","14.1",
"동행종합지수(2020=100)","1983.07 월","14",
"동행종합지수(2020=100)","1983.06 월","13.9",
"동행종합지수(2020=100)","1983.05 월","13.8",
"동행종합지수(2020=100)","1983.04 월","13.7",
"동행종합지수(2020=100)","1983.03 월","13.6",
"동행종합지수(2020=100)","1983.02 월","13.6",
"동행종합지수(2020=100)","1983.01 월","13.5",
"동행종합지수(2020=100)","1982.12 월","13.4",
"동행종합지수(2020=100)","1982.11 월","13.3",
"동행종합지수(2020=100)","1982.10 월","13.2",
"동행종합지수(2020=100)","1982.09 월","13.2",
"동행종합지수(2020=100)","1982.08 월","13",
"동행종합지수(2020=100)","1982.07 월","13",
"동행종합지수(2020=100)","1982.06 월","12.9",
"동행종합지수(2020=100)","1982.05 월","12.9",
"동행종합지수(2020=100)","1982.04 월","12.8",
"동행종합지수(2020=100)","1982.03 월","12.8",
"동행종합지수(2020=100)","1982.02 월","12.8",
"동행종합지수(2020=100)","1982.01 월","12.9",
"동행종합지수(2020=100)","1981.12 월","12.9",
"동행종합지수(2020=100)","1981.11 월","12.8",
"동행종합지수(2020=100)","1981.10 월","12.8",
"동행종합지수(2020=100)","1981.09 월","12.8",
"동행종합지수(2020=100)","1981.08 월","12.8",
"동행종합지수(2020=100)","1981.07 월","12.7",
"동행종합지수(2020=100)","1981.06 월","12.7",
"동행종합지수(2020=100)","1981.05 월","12.6",
"동행종합지수(2020=100)","1981.04 월","12.5",
"동행종합지수(2020=100)","1981.03 월","12.5",
"동행종합지수(2020=100)","1981.02 월","12.3",
"동행종합지수(2020=100)","1981.01 월","12.2",
"동행종합지수(2020=100)","1980.12 월","12.1",
"동행종합지수(2020=100)","1980.11 월","12",
"동행종합지수(2020=100)","1980.10 월","12",
"동행종합지수(2020=100)","1980.09 월","11.9",
"동행종합지수(2020=100)","1980.08 월","11.9",
"동행종합지수(2020=100)","1980.07 월","11.9",
"동행종합지수(2020=100)","1980.06 월","11.9",
"동행종합지수(2020=100)","1980.05 월","11.9",
"동행종합지수(2020=100)","1980.04 월","12",
"동행종합지수(2020=100)","1980.03 월","12",
"동행종합지수(2020=100)","1980.02 월","12.1",
"동행종합지수(2020=100)","1980.01 월","12.1",
"동행종합지수(2020=100)","1979.12 월","12.1",
"동행종합지수(2020=100)","1979.11 월","12.1",
"동행종합지수(2020=100)","1979.10 월","12.1",
"동행종합지수(2020=100)","1979.09 월","12",
"동행종합지수(2020=100)","1979.08 월","12",
"동행종합지수(2020=100)","1979.07 월","12.1",
"동행종합지수(2020=100)","1979.06 월","12",
"동행종합지수(2020=100)","1979.05 월","12.1",
"동행종합지수(2020=100)","1979.04 월","12",
"동행종합지수(2020=100)","1979.03 월","12.1",
"동행종합지수(2020=100)","1979.02 월","12",
"동행종합지수(2020=100)","1979.01 월","12",
"동행종합지수(2020=100)","1978.12 월","11.8",
"동행종합지수(2020=100)","1978.11 월","11.7",
"동행종합지수(2020=100)","1978.10 월","11.6",
"동행종합지수(2020=100)","1978.09 월","11.5",
"동행종합지수(2020=100)","1978.08 월","11.3",
"동행종합지수(2020=100)","1978.07 월","11.2",
"동행종합지수(2020=100)","1978.06 월","11.1",
"동행종합지수(2020=100)","1978.05 월","11",
"동행종합지수(2020=100)","1978.04 월","10.9",
"동행종합지수(2020=100)","1978.03 월","10.8",
"동행종합지수(2020=100)","1978.02 월","10.7",
"동행종합지수(2020=100)","1978.01 월","10.6",
"동행종합지수(2020=100)","1977.12 월","10.3",
"동행종합지수(2020=100)","1977.11 월","10.1",
"동행종합지수(2020=100)","1977.10 월","10",
"동행종합지수(2020=100)","1977.09 월","9.9",
"동행종합지수(2020=100)","1977.08 월","9.8",
"동행종합지수(2020=100)","1977.07 월","9.7",
"동행종합지수(2020=100)","1977.06 월","9.6",
"동행종합지수(2020=100)","1977.05 월","9.4",
"동행종합지수(2020=100)","1977.04 월","9.4",
"동행종합지수(2020=100)","1977.03 월","9.2",
"동행종합지수(2020=100)","1977.02 월","9.1",
"동행종합지수(2020=100)","1977.01 월","9",
"동행종합지수(2020=100)","1976.12 월","9",
"동행종합지수(2020=100)","1976.11 월","8.9",
"동행종합지수(2020=100)","1976.10 월","8.8",
"동행종합지수(2020=100)","1976.09 월","8.9",
"동행종합지수(2020=100)","1976.08 월","8.8",
"동행종합지수(2020=100)","1976.07 월","8.6",
"동행종합지수(2020=100)","1976.06 월","8.4",
"동행종합지수(2020=100)","1976.05 월","8.2",
"동행종합지수(2020=100)","1976.04 월","8.1",
"동행종합지수(2020=100)","1976.03 월","8",
"동행종합지수(2020=100)","1976.02 월","7.9",
"동행종합지수(2020=100)","1976.01 월","7.8",
"동행종합지수(2020=100)","1975.12 월","7.7",
"동행종합지수(2020=100)","1975.11 월","7.6",
"동행종합지수(2020=100)","1975.10 월","7.4",
"동행종합지수(2020=100)","1975.09 월","7.3",
"동행종합지수(2020=100)","1975.08 월","7.2",
"동행종합지수(2020=100)","1975.07 월","7.1",
"동행종합지수(2020=100)","1975.06 월","7.1",
"동행종합지수(2020=100)","1975.05 월","7",
"동행종합지수(2020=100)","1975.04 월","7",
"동행종합지수(2020=100)","1975.03 월","6.9",
"동행종합지수(2020=100)","1975.02 월","6.9",
"동행종합지수(2020=100)","1975.01 월","6.8",
"동행종합지수(2020=100)","1974.12 월","6.7",
"동행종합지수(2020=100)","1974.11 월","6.6",
"동행종합지수(2020=100)","1974.10 월","6.6",
"동행종합지수(2020=100)","1974.09 월","6.7",
"동행종합지수(2020=100)","1974.08 월","6.7",
"동행종합지수(2020=100)","1974.07 월","6.7",
"동행종합지수(2020=100)","1974.06 월","6.6",
"동행종합지수(2020=100)","1974.05 월","6.5",
"동행종합지수(2020=100)","1974.04 월","6.4",
"동행종합지수(2020=100)","1974.03 월","6.5",
"동행종합지수(2020=100)","1974.02 월","6.4",
"동행종합지수(2020=100)","1974.01 월","6.3",
"동행종합지수(2020=100)","1973.12 월","6.3",
"동행종합지수(2020=100)","1973.11 월","6.2",
"동행종합지수(2020=100)","1973.10 월","6.1",
"동행종합지수(2020=100)","1973.09 월","6",
"동행종합지수(2020=100)","1973.08 월","5.9",
"동행종합지수(2020=100)","1973.07 월","5.8",
"동행종합지수(2020=100)","1973.06 월","5.7",
"동행종합지수(2020=100)","1973.05 월","5.6",
"동행종합지수(2020=100)","1973.04 월","5.5",
"동행종합지수(2020=100)","1973.03 월","5.4",
"동행종합지수(2020=100)","1973.02 월","5.4",
"동행종합지수(2020=100)","1973.01 월","5.3",
"동행종합지수(2020=100)","1972.12 월","5.2",
"동행종합지수(2020=100)","1972.11 월","5.1",
"동행종합지수(2020=100)","1972.10 월","5",
"동행종합지수(2020=100)","1972.09 월","4.9",
"동행종합지수(2020=100)","1972.08 월","4.8",
"동행종합지수(2020=100)","1972.07 월","4.8",
"동행종합지수(2020=100)","1972.06 월","4.7",
"동행종합지수(2020=100)","1972.05 월","4.6",
"동행종합지수(2020=100)","1972.04 월","4.6",
"동행종합지수(2020=100)","1972.03 월","4.5",
"동행종합지수(2020=100)","1972.02 월","4.5",
"동행종합지수(2020=100)","1972.01 월","4.5",
"동행종합지수(2020=100)","1971.12 월","4.5",
"동행종합지수(2020=100)","1971.11 월","4.5",
"동행종합지수(2020=100)","1971.10 월","4.4",
"동행종합지수(2020=100)","1971.09 월","4.4",
"동행종합지수(2020=100)","1971.08 월","4.5",
"동행종합지수(2020=100)","1971.07 월","4.4",
"동행종합지수(2020=100)","1971.06 월","4.4",
"동행종합지수(2020=100)","1971.05 월","4.3",
"동행종합지수(2020=100)","1971.04 월","4.3",
"동행종합지수(2020=100)","1971.03 월","4.2",
"동행종합지수(2020=100)","1971.02 월","4.2",
"동행종합지수(2020=100)","1971.01 월","4.1",
"동행종합지수(2020=100)","1970.12 월","4.1",
"동행종합지수(2020=100)","1970.11 월","4.1",
"동행종합지수(2020=100)","1970.10 월","4",
"동행종합지수(2020=100)","1970.09 월","4",
"동행종합지수(2020=100)","1970.08 월","4",
"동행종합지수(2020=100)","1970.07 월","4",
"동행종합지수(2020=100)","1970.06 월","3.9",
"동행종합지수(2020=100)","1970.05 월","3.9",
"동행종합지수(2020=100)","1970.04 월","3.8",
"동행종합지수(2020=100)","1970.03 월","3.8",
"동행종합지수(2020=100)","1970.02 월","3.7",
"동행종합지수(2020=100)","1970.01 월","3.6",
"동행종합지수 전월비(%)","2023.09 월",".2",
"동행종합지수 전월비(%)","2023.08 월","0",
"동행종합지수 전월비(%)","2023.07 월","-.3",
"동행종합지수 전월비(%)","2023.06 월","0",
"동행종합지수 전월비(%)","2023.05 월",".3",
"동행종합지수 전월비(%)","2023.04 월",".5",
"동행종합지수 전월비(%)","2023.03 월",".7",
"동행종합지수 전월비(%)","2023.02 월",".5",
"동행종합지수 전월비(%)","2023.01 월","-.2",
"동행종합지수 전월비(%)","2022.12 월","-.5",
"동행종합지수 전월비(%)","2022.11 월","-.5",
"동행종합지수 전월비(%)","2022.10 월",".2",
"동행종합지수 전월비(%)","2022.09 월",".2",
"동행종합지수 전월비(%)","2022.08 월",".5",
"동행종합지수 전월비(%)","2022.07 월",".5",
"동행종합지수 전월비(%)","2022.06 월",".2",
"동행종합지수 전월비(%)","2022.05 월",".3",
"동행종합지수 전월비(%)","2022.04 월","-.1",
"동행종합지수 전월비(%)","2022.03 월",".2",
